meal_id,name,category,ingredient,description,veg_nonveg,nutrient,disease,diet,price,user_id
meal_id_79,Lasooni Methi,methi,"1 Tbsp peanuts 1 tbsp white sesame seeds 1 tbsp besan 1 tbsp oil   9 whole garlic cloves   1 bunch or 3 cups methi (roughly chopped) 1 tsp cumin 2  tomatoes , finely chopped 2  onions , finely chopped 6-7  garlic cloves, finely chopped 3  Kashmiri red chillies 1/2 tsp Kashmiri red chillies 1 tsp chilli powder 1/2 tsp turmeric powder 1/2 tsp garam masala   Salt to taste 1 cup water",https://food.ndtv.com/recipe-lasooni-methi-957918,veg,sodium iodine magnesium vitamin_c chloride copper,diabeties heart_disease hypertension obesity goitre kidney_disease,vegan_diet low_sodium_diet high_protien_diet,565,27
meal_id_80,Dal Sandwich,dal,"1/2 Cup Onion , finely chopped 1/2 cup Tomato , finely chopped 1/2 cup Cucumber  1/2 cup Cheese , grated 1/2 tbsp Chilli flakes  1 tsp Oregano  1 tbsp Butter    Left over dal    2-4 slices of bread ",https://food.ndtv.com/recipe-dal-sandwich-957915,veg,calcium chromium,anemia rickets hypertension obesity pregnancy,high_fiber_diet low_fat_diet high_protien_diet vegan_diet ketogenic_diet,215,74
meal_id_81,Coriander Upma,upma,"<b>For the upma:</b> 1 cups semolina/ rava 1 tsp urad dal  1 tsp mustard seeds 1  Onion, chopped 2 tbsp coriander leaves   cashew nuts (optional) 6  curry leaves 1 tsp sugar   Pinch of hing/ asafoetida    Salt to taste 2 tbsp oil <b>For the chutney:</b> 1/2 cup coriander leaves 3  green chillies 1/2 tsp lemon juice 1/2 tsp cumin seeds 1/2 tsp sugar   to taste salt",https://food.ndtv.com/recipe-coriander-upma-957913,veg,iron sodium iodine magnesium vitamin_e chloride chromium copper manganese,anemia diabeties scurvy heart_disease hypertension obesity goitre kidney_disease pregnancy,high_fiber_diet low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,395,65
meal_id_82,Himachali Jhol,coriander,"3-4 Cups Buttermilk  1/2 cups Chick pea flour (Besan)  1/2 cups Cumin Seeds 1/4 tsp Tumeric power   Green chilli, finely chopped or a pinch red chilli powder   Fresh coriander leaves  to taste Salt",https://food.ndtv.com/recipe-himachali-jhol-957908,veg,iron sodium iodine magnesium chloride copper,anemia diabeties scurvy heart_disease hypertension obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,225,83
meal_id_83,Chilli Paneer Frankie,paneer,"<b>For Paratha:</b> 1 cup Maida 1 cup whole wheat Flour 1/2 cup Curd 1 tbsp Oil <b>For Frankie Masala</b> 2 tbsp Red chilli powder 2 tbsp Coriander Powder 1 tbsp Garam masala 1/2 tbsp Turmeric  1 tbsp Black Salt <b>For chilli paneer</b> 250 gram Paneer 1/2 cup Capsicum, chopped 1 cup Onion, chopped 1/2 cups Spring Onion 1 tbsp Soy Sauce 1 tbsp Red Chilli Sauce 1/2 tbsp Green Chilli Sauce 1 tbsp Garlic, finely chopped 1/2 tbsp Ginger, finely chopped 2 tsp Green Chillies, finely chopped 1 cup Onion, finely chopped  to taste Salt 1/2 tsp Black pepper As Required  Oil for frying 1 cup Cornflour 1/2 cup Maida 1/2 tsp Ginger garlic paste",https://food.ndtv.com/recipe-chilli-paneer-frankie-957906,veg,iron sodium iodine chloride phosphorus,anemia scurvy heart_disease obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,310,43
meal_id_84,South Indian Appe,indian,"1 Cup dosa/idli batter (or overnight soaked and ground rice and urad dal mix) 1/4 cup onions  1/4 cup carrots , grated 1/4 cup coriander leaves 1/2 tsp ginger , grated 1/2 tsp cumin seeds    Salt to taste    Oil for cooking ",https://food.ndtv.com/recipe-south-indian-appe-957898,veg,sodium iodine magnesium carbohydrates vitamin_a chloride copper,diabeties scurvy heart_disease hypertension obesity goitre kidney_disease,vegan_diet low_sodium_diet ketogenic_diet high_protien_diet,355,9
meal_id_85,Vedmi /Gujarati Puran Poli,saffron,2 Cups whole wheat flour 1 tbsp oil 2 cups water  1 cup Tur dal 1 cup jaggery 1/4 tsp elaichi/ cardamom powder 1/4 tsp nutmeg powder (optional)   6 soaked saffron strands (optional)   A pinch of salt 3 tbsp ghee,https://food.ndtv.com/recipe-vedmi-gujarati-puran-poli-957895,veg,sodium iodine carbohydrates chloride,diabeties heart_disease obesity goitre kidney_disease,vegan_diet low_sodium_diet,660,52
meal_id_86,Khandavi Chaat,chaat,"2 Cups gram flour 1/2 tsp turmeric powder 1 tsp green chilli, chopped 1 tbsp white sesame seed 1/2 tsp mustard seed 2 tbsp refined oil   1 sprig curry leaves 1 tbsp lemon juice  to taste Salt  <b>For chaat</b> 1 tbsp sev 2 tbsp onion, chopped 2  tomato 1 tbsp coriander 2 tbsp pomegranate  2 tbsp roasted peanut 5  small Papadis (crispy poories) 2 tbsp mint chutney 1 tbsp tamarind chutney  to taste salt",https://food.ndtv.com/recipe-khandavi-chaat-957894,veg,iron sodium iodine chloride,anemia scurvy heart_disease obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,450,37
meal_id_87,Rangeela Barfi,barfi,2 Cups Milk powder 1 cup Milk 1/2 cup Sugar 1/2 cup Ghee   Each of 3-4 food colouring options   Almond shavings (for garnish)   Extra ghee/ oil for greasing,https://food.ndtv.com/recipe-rangeela-barfi-957893,veg,calcium carbohydrates vitamin_d potassium,anemia diabeties rickets heart_disease hypertension obesity kidney_disease pregnancy,vegan_diet low_fat_diet ketogenic_diet,325,75
meal_id_88,Thai Sweet Potato Soup,soup,"1-2 Tbsp Vegetable oil/ olive oil/ sesame oil 5 cups Sweet Potatoes (peeled and chopped), chopped 1  Onion, chopped 3  Carrots (optional) 2 tbsp Thai red curry paste 2  Garlic cloves 1 tsp Ginger, finely chopped 4 cups Vegetable stock 1 tbsp Soy sauce 300 ml Coconut milk   Salt and Pepper to taste",https://food.ndtv.com/recipe-thai-sweet-potato-soup-957891,veg,calcium sodium iodine vitamin_a vitamin_d chloride potassium,anemia diabeties scurvy eye_disease rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,high_fiber_diet low_fat_diet mediterranean_diet high_protien_diet gluten_free_diet vegan_diet low_sodium_diet paleo_diet low_carb_diet ketogenic_diet,425,70
meal_id_89,Masala Tomato Upma,upma,"1 Cups Suji 1  Onion, chopped 2 tbsp Oil  1/2 cup Tomato Puree 1  Tomato , chopped   Carrot, Capsicum, Peas, Mix veg one cup 1/2 tsp Red chilli Powder 1/2 tsp Turmeric 1/2 tsp Coriander powder  tsp Salt 1/2 tsp Cumin 1 tsp Mustard Seed 6-7  Curry leaves 1 tsp Desi  Ghee 1 tbsp Coriander leaves, finely chopped",https://food.ndtv.com/recipe-masala-tomato-upma-957889,veg,sodium iodine carbohydrates chloride,diabeties heart_disease hypertension obesity goitre kidney_disease pregnancy,vegan_diet low_sodium_diet,440,85
meal_id_90,Sweet Potato Wedges,potato,3  Sweet Potatoes 3 tbsp Olive oil ¾  tsp Garlic powder ¾  tsp Chilli flakes 1 ½ tsp Oregano ¼   Black pepper 1 tsp Dried rosemary or thyme (optional)   Salt to taste,https://food.ndtv.com/recipe-sweet-potato-wedges-957882,veg,sodium iodine chloride,diabeties scurvy eye_disease heart_disease hypertension obesity goitre kidney_disease pregnancy,high_fiber_diet low_fat_diet mediterranean_diet high_protien_diet gluten_free_diet vegan_diet low_sodium_diet paleo_diet low_carb_diet ketogenic_diet,225,21
meal_id_91,Chana Tikka Masala,tikka,"  For roasted chana: 1 cup  Chana 1 tsp  Lemon juice 1 tsp  Haldi 1 tsp  Red chilli powder 1 tbsp  Oil  to taste Salt   For masala sauce: 1  Onion, chopped 2  Tomatoes, chopped 6  Cashew nuts 1/2 inch  Ginger, grated 2  Garlic cloves, minced 1.5 tbsp  Oil 1 tsp  Coriander powder 1/2 tsp  Cumin powder 1 tsp  Garam masala 1/2 tsp  Sugar 1 tsp  Red chilli powder 1/2 inch  Cinnamon stick 3/4 tsp  Poppy seeds 1/2 tsp  Saunf 2  Black peppercorns 2  Elaichi 1/2 tsp  Cumin seeds   For garnishing:   Coriander leaves, chopped",https://food.ndtv.com/recipe-chana-tikka-masala-957881,veg,sodium iodine magnesium vitamin_e chloride chromium copper manganese,diabeties heart_disease hypertension obesity goitre kidney_disease,high_fiber_diet low_fat_diet high_protien_diet vegan_diet low_sodium_diet,330,79
meal_id_92,Classic Macaroni Salad,salad,"4 Cup Macaroni    2 hard-boiled eggs, chopped 4 tbsp Celery, chopped 2-3 tbsp Onion, chopped 2-3 tbsp Green bell pepper , chopped 2-3 tbsp Red bell pepper, chopped 4 tbsp Mayonnaise 2 tbsp White vinegar  1 tbsp Dijon mustard 1/2 tbsp Sugar   Salt and black pepper, to season ",https://food.ndtv.com/recipe-classic-macaroni-salad-957874,veg,iron sodium iodine chloride fiber,anemia diabeties scurvy heart_disease hypertension obesity goitre kidney_disease pregnancy,high_fiber_diet low_fat_diet dash_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,385,97
meal_id_93,Sooji Cheela,coriander,"1 Cups Sooji  1/2 cup Curd  1  Onion, finely chopped 1  Capsicum, finely chopped 1  Carrot, grated 1  Green Chilli, finely chopped 1 tsp Red Chilli Powder   Pinch of coriander leaves    to taste Salt    Oil for cooking    Water as required ",https://food.ndtv.com/recipe-sooji-cheela-957844,veg,iron sodium iodine chloride,anemia scurvy heart_disease obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,630,34
meal_id_94,Maharashtrian Poha Patti Samosa,samosa,"1 Cups Poha   8  Onions  1 tsp Ginger, chopped 1 tsp Red chilli powder  1 tsp Garam Masala 1 tbsp Coriander Leaves 4-5  Green Chillies 1 tsp Chaat Masala  2  Refined flour    Enough oil for deep frying   to taste Salt ",https://food.ndtv.com/recipe-maharashtrian-poha-patti-samosa-957842,veg,iron sodium iodine chloride,anemia scurvy heart_disease obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,255,98
meal_id_95,Tangy Tamarind Prawn Curry,curry,"10  Deveined prawns 2 tbsp tamarind sauce  1 tbsp Ginger garlic 1  Green chilli, chopped   1-2 cloves Garlic, chopped 1 tsp Ginger, chopped   Freshly chopped coriander  1  Onion, chopped 1  Tomato, chopped 1  Red chilli powder 1 tsp Pepper powder 1 tsp Haldi  1 tsp Garam masala 1 tsp Fennel seeds  1 tsp Coriander powder   To taste Salt  3-5 tsp oil ",https://food.ndtv.com/recipe-tangy-tamarind-prawn-curry-958005,veg,iron sodium iodine magnesium chloride copper,anemia diabeties scurvy heart_disease hypertension obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,310,73
meal_id_96,Grilled Norwegian Salmon,salmon,150 gm  Fresh salmon fillet (Norwegian) 10 ml  Olive oil 5 gm  Garlic 10 gm  Leeks 10 gm  Celery 5 gm  Dijon mustard 1  Lemon 5 gm  Dill leaf 5 gm  Kasundi mustard 40 gm  Black quinoa 15 gm  Green zucchini  15 gm  Yellow zucchini 10 gm  Fresh kale 8 gm  Shallot 2 gm  Capers 40 gm  Tomato,https://food.ndtv.com/recipe-grilled-norwegian-salmon-957765,non_veg,iron calcium carbohydrates,anemia diabeties scurvy rickets heart_disease hypertension obesity goitre pregnancy,vegan_diet low_fat_diet ketogenic_diet high_protien_diet,400,35
meal_id_97,Coriander Prawns,coriander,  Juice of 1 lemon 18-24  Fresh coriander sprigs 8-12  Jumbo prawns shelled and deveined with tails intac 5-6  Garlic cloves 1 inch  Ginger 3 tbsp  Oil  to taste Salt  to taste Crushed black peppercorns 1/2 tsp  Lemon rind 1 tbsp  Cornstarch,https://food.ndtv.com/recipe-coriander-prawns-957721,veg,sodium iodine chloride,heart_disease kidney_disease goitre obesity,vegan_diet low_sodium_diet,245,37
meal_id_98,Prawns And Fish With Chimichurri,fish,"5 pcs Prawns with tail 80 gms  River sole fish slice 10 ml  Olive oil   For café de Paris butter: 50 gms  Unsalted butter 1/2 tsp  Dijon mustard 1  Garlic clove, crushed 10 gms  Finely chopped chives 25 gms  Finely chopped parsley A dash of   Worcestershire sauce   Lemon juice of half lemon 10 gms  Grated parmesan cheese  to taste Salt and pepper   For chimichurri sauce: 60 ml  Olive oil 10 ml  Red wine vinegar 40 gms  Chopped parsley 3  Garlic cloves, finely chopped 1 small  Red chili, deseeded and finely chopped 1/2 tsp  Dry oregano 1/2 tsp  Sea salt 1/4 tsp  Freshly crushed black pepper",https://food.ndtv.com/recipe-prawns-and-fish-with-chimichurri-957482,non_veg,calcium sodium iodine vitamin_a vitamin_d chloride chromium fluoride,anemia diabeties rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,hormone_diet low_fat_diet omni_diet mediterranean_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,630,62
meal_id_27,Steamed Fish In Banana Leaves,banana,2  Fish Fillet 2 tbsp Lemon Juice  to taste Salt 2 tbsp Coriander Leaves 4 tbsp Desiccated Coconut 6  Green Chillies 7-8  Garlic Cloves 1 tsp Cumin Seeds   Boiled Water As Required,https://food.ndtv.com/recipe-steamed-fish-in-banana-leaves-956934,non_veg,iron sodium iodine magnesium selenium vitamin_a vitamin_d chloride chromium copper fluoride,anemia diabeties scurvy rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,high_fiber_diet hormone_diet low_fat_diet omni_diet mediterranean_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,405,2
meal_id_99,Karwar Fish Curry,curry,2  Surmai fish 2  Red chillies 1/2 tsp Fenugreek Seeds 1/2 tsp Coriander Seeds 1 tbsp Ginger and garlic paste   Onion 1-2  Green Chillies   Salt to taste 1/2 cup Coconut Milk,https://food.ndtv.com/recipe-karwar-fish-curry-956802,non_veg,iron calcium sodium iodine magnesium vitamin_a vitamin_d chloride potassium chromium copper fluoride,anemia diabeties scurvy rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,hormone_diet low_fat_diet omni_diet mediterranean_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,295,90
meal_id_100,Stuffed Bombile,stuffed,6 Nos Bombile 100 gram Coconut 1 tbsp Curry Leaves 1/2 Bowl  Fresh coriander 3 nos Green Chillies 1  Lemon   Kokum water (extract) 1 tbsp Ginger And Garlic paste 2 tbsp Rice flour 1 tbsp Semolina 1 tbsp Degi Mirch   Salt to taste,https://food.ndtv.com/recipe-stuffed-bombile-956742,veg,iron sodium iodine carbohydrates chloride,anemia diabeties scurvy heart_disease obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,260,40
meal_id_101,Kolim Wade,rice,2 Cups Kolim 2 nos Chopped spring onion with white and green both 1 tbsp Finely Chopped Garlic 11/2 tsp Red chilli powder 1 tsp Garam Masala 1 nos Egg 1 tbsp Chopped Coriander   Oil 11/2 tbsp Rice Flour   Salt to taste,https://food.ndtv.com/recipe-kolim-wade-956741,veg,iron sodium iodine carbohydrates vitamin_a vitamin_k chloride,anemia diabeties scurvy heart_disease obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,230,58
meal_id_102,Cheddar Cheese Sole Fish Tikka,tikka,250 gms Boneless fish tikka 120 gram Mint Chutney 100 gram Masala Onion 15 gram Lemon Wedges   For First Marinade: 10 gram Ginger garlic paste 1 gram Salt 15 gram Lemon Juice 1 gram Kasoori Methi 5 gram Mustard Oil   For Second Marinade 100 gram Hung Curd 35 gram Refined Oil 4 gram Salt 10 gram Deggi Mirch 5 gram Dhaniya Powder 2 gram Turmeric Powder 5 gram Garam Masala 3 gram Kasoori Methi 40 gram Lemon juice 10 gram Bhuna Besan 45 gram Amul Cream 1 gram Green chili chopped  1 gram Ginger chopped 15 gram Amul Butter   For Filling: 40 gram Cheddar Cheese Grated   For Homemade Cheese Sauce 30 gram Cream 20 gram Cheddar cheese Grated 2 gram Chopped Cilantro To Garnish,https://food.ndtv.com/recipe-cheddar-cheese-sole-fish-tikka-956579,non_veg,iron calcium sodium iodine vitamin_a vitamin_d chloride chromium fluoride,anemia diabeties scurvy eye_disease rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,hormone_diet low_fat_diet omni_diet dash_diet mediterranean_diet high_protien_diet vegan_diet low_sodium_diet low_carb_diet ketogenic_diet,410,83
meal_id_103,Paella Valencia,chicken,40 Ml Olive Oil 45 gms Carnaroli Rice 30 gms Shrimp 30 gms Squid Ring 20 gms String Chorizo 40 gms Chicken Tikka 40 gms Fish (River Sole) 40 ml Tomato Puree 15 gms Tomato (chopped) 15 gms Cherry Tomatoes 30 gms French beans dices 30 gms Green Peas 30 gms Red and yellow bell pepper 10 gms Paprika powder 30 ml Saffron water 40 ml Seafood stock 60 ml Chicken Stock  to taste Salt and pepper to taste 1 ml Extra virgin olive oil 1 nos Lemon wedges slice 1 gms Parsley chopped for garnish,https://food.ndtv.com/recipe-paella-valencia-956386,veg,iron sodium iodine selenium carbohydrates vitamin_c vitamin_a vitamin_d chloride chromium copper fluoride,anemia diabeties scurvy heart_disease obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,265,44
meal_id_104,Chemmeen Biryani,biryani,2 Cups Biryani rice  1/2 kg Prawn/shrimps  2 tbsp Ginger garlic paste  1 cup Sliced onions  1-2  Bay Leaf 6-8  Cloves 2  Cardamom pods  1 inch  Cinnamon stick  1 tsp Lemon juice   Salt to taste  4 tsp Ghee  2 tbsp Biryani masala  1 tsp Coriander Powder 1 tsp Red chilli powder  1 tsp Haldi  1/2 cup Chopped coriander leaves  1/2 cup Chopped mint leaves ,https://food.ndtv.com/recipe-chemmeen-biryani-955449,veg,sodium iodine carbohydrates chloride,diabeties heart_disease obesity goitre kidney_disease,vegan_diet low_sodium_diet,210,47
meal_id_105,Fish Tikka,tikka,1 Cup Thick yogurt 4 tbsp Oil 1  Onion paste 1 tbsp Ginger Paste 1 tbsp Garlic Paste 4 tbsp Lemon Juice 1/2 tsp Turmeric 1  tsp Coriander Powder 1 tsp Cumin Powder 1/4 tsp Nutmeg Powder 1 tbsp Red Chili Powder  to taste Salt   Fresh Coriander for garnish,https://food.ndtv.com/recipe-fish-tikka-955313,non_veg,calcium sodium iodine vitamin_a vitamin_d chloride chromium fluoride,anemia diabeties rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,hormone_diet low_fat_diet omni_diet mediterranean_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,445,77
meal_id_106,Pomfret Pulimunchi,coconut,2  Cleaned Pomfret fish  5-8  Dried red chilli 8-9  Garlic 2 tbsp Lime juice 2 tbsp Tamarind pulp/vinegar  1 tbsp Paprika powder  1 tbsp Salt 1 tbsp Haldi  1 tsp Black Pepper 1 tsp Jeera powder  1/2 tsp Asofetida    Coconut oil for frying,https://food.ndtv.com/recipe-pomfret-pulimunchi-955301,veg,sodium iodine vitamin_a vitamin_d chloride chromium fluoride,heart_disease kidney_disease goitre obesity,vegan_diet low_sodium_diet,440,36
meal_id_107,Grilled Stuffed Pomfret In Turmeric Leaf,stuffed,350 gms Whole pomfret    Big turmeric leaves    For Stuffing -  80 gram Small prawns 30 gram Onion (chopped) 1 tsp Garlic paste 15 ml Oil 1 tsp Peri peri powder 1 tsp Coriander Leaves (chopped)  to taste Salt   For Marination - 1/2 tsp Green chilli paste 1 tsp Ginger garlic paste 1/2 tsp Turmeric 1 tbsp Dry mango powder 1 tbsp Rice Flour  to taste Salt 1 tsp Coriander ,https://food.ndtv.com/recipe-grilled-stuffed-pomfret-in-turmeric-leaf-955103,veg,iron sodium iodine carbohydrates chloride,anemia diabeties scurvy heart_disease obesity goitre kidney_disease pregnancy,hormone_diet low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,635,23
meal_id_108,Tray Roast Leg Of Lamb,lamb,1  Leg of lamb  2 tsp Coriander seeds 3  Garlic( Peeled and chopped) 1 bunch  Coriander  400 gram Chick peas (boiled and drain) 1 tsp Salt 1 tsp Ground pepper 1 tsp Lemon juice 500 gram Hung curd 12  Baby turnip 2  Squash  10  Cheery tomatoes 2  Red onion 1  Garlic bulb 2 tsp Ground cumin 4 tsp Olive oil,https://food.ndtv.com/recipe-tray-roast-leg-of-lamb-954219,non_veg,sodium iodine magnesium vitamin_c chloride copper,diabeties eye_disease heart_disease hypertension obesity goitre kidney_disease pregnancy,vegan_diet low_sodium_diet high_protien_diet,600,52
meal_id_109,Andhra Pan Fried Pomfret,curry,"300 gms white pomfret fish 3 tsp sunflower refined ooil 1 tsp red chilli powder 1 tsp salt 1 tsp turmeric powder 1 tsp ginger-garlic paste 2  Lemon (juiced) 1 tsp cumin powder 1 tsp coriander powder 1 tsp garam masala 2  Green chilli 1 gram curry leaves 2 gram coriander, chopped",https://food.ndtv.com/recipe-andhra-pan-fried-pomfret-953919,veg,iron sodium iodine vitamin_a vitamin_d chloride chromium fluoride,anemia diabeties scurvy heart_disease obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,365,52
meal_id_110,Malabari Fish Curry,curry,"100 gms sear fish 50 gms coconut, grated 1/4 inch  ginger 1/2 cup pureed tamarind 1 tsp salt 1/4 tsp powdered turmeric 2 small green chillies 1/2 tsp red chilli powder 2 tbsp shallots, finely chopped",https://food.ndtv.com/recipe-malabari-fish-curry-953726,non_veg,iron sodium iodine vitamin_a vitamin_d chloride chromium fluoride,anemia diabeties scurvy rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,hormone_diet low_fat_diet omni_diet mediterranean_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,225,90
meal_id_111,Korean Bibimbap,chilli,"20 gms carrot, julienne 20 gms yellow and green zucchini 20 gms bell pepper 20 gms pok choy 15 gms spinach 20 gms chicken, julienne 20 gms prawns 300 gms jasmine rice 10 ml soya sauce 5 ml sesame oil 2 gms pepper  to taste salt 10 gms garlic 5 gms ginger 3 nos egg   For Gochujang Sauce: 45 gms gochujang paste 10 gms garlic  10 gms chilli paste 6 gms sugar",https://food.ndtv.com/recipe-korean-bibimbap-953245,veg,iron sodium iodine carbohydrates vitamin_c vitamin_a vitamin_k chloride,anemia diabeties scurvy heart_disease obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,600,24
meal_id_112,Yera Sukha,prawn,5 gms stone flower 5 gms star anise 5 gms dry red chilli 45 gms onion 45 gms tomato 10 gms curry leaves 5 gms ginger-garlic paste 5 gms turmeric powder 3 gms red chilli powder 3 gms coriander powder 3 gms garam masala powder 4-5 gms salt 15 ml oil 45 nos jumbo prawn 30 gms capsicum (red and yellow),https://food.ndtv.com/recipe-yera-sukha-953178,veg,sodium iodine chloride,heart_disease kidney_disease goitre obesity,vegan_diet low_sodium_diet,210,67
meal_id_113,Portugese Fish Stew,fish,"1 Kg sole fillet (you can also do 2/3 types of fish) 5-10 large large shrimps (optional) 1 kg potatoes (peeled), sliced 3  onions (cut into slices) 5  garlic cloves, chopped 1  red capsicum (can use green also)   parsley or coriander (choose the herb that most suits your taste buds)   Few dashes of hot sauce 1 tsp paprika 1 cup olive oil 50 ml white wine  to taste rock salt",https://food.ndtv.com/recipe-portugese-fish-stew-953136,non_veg,iron sodium iodine vitamin_a vitamin_d chloride chromium fluoride,anemia diabeties scurvy rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,hormone_diet low_fat_diet omni_diet mediterranean_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,505,3
meal_id_114,Tulsi Ajwain Ka Mahi Tikka,tikka,600 gms river sole fish 100 gms basil paste 15 gms ajwain 100 gms ginger and garlic paste 50 gms green chilli paste 40 gms garam masala powder 10 gms cardamom powder 200 gms hung curd 50 gms dairy cream  to taste salt 50 ml mustard oil 10 gms kasuri methi 10 ml lemon juice,https://food.ndtv.com/recipe-tulsi-ajwain-ka-mahi-tikka-952870,veg,iron sodium iodine vitamin_a vitamin_d chloride chromium fluoride,anemia scurvy heart_disease obesity goitre kidney_disease pregnancy,low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,625,84
meal_id_115,Malabar Fish Curry,curry,"40 gms whole coriander seeds 60 gms whole red chilli 10 ml coconut oil 1 gram mustard seeds 10 gms onion, chopped 3-4  Curry leaves 20 ml coconut milk 5 ml tamarind pulp 5 gram coriander, chopped 120 gms seabass fish curry cuts",https://food.ndtv.com/recipe-malabar-fish-curry-952625,non_veg,calcium magnesium vitamin_a vitamin_d potassium chromium copper fluoride,anemia diabeties rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,hormone_diet low_fat_diet omni_diet mediterranean_diet high_protien_diet vegan_diet ketogenic_diet,615,7
meal_id_116,Surmai Curry With Lobster Butter Rice,rice,"<b>For the marinade:</b> 1  Tamarind 2 tsp Red chilli powder 1/2 tsp Turmeric powder 1/2 tsp Salt <b>For the masala paste:</b> 2 cups Fresh coconut, grated 1 medium Onion, finely chopped 4  Garlic cloves 3 tbsp Coriander seeds 10  Fenugreek seeds, fried 3 tbsp Red chilli powder 1/2 tsp Turmeric powder  small Tamarind (lemon sized) <b>For the rice:</b> 2 tbsp Butter 1 (500 g)  Lobster (de-shell and devein and make a small cube) 1/2 tsp Salt and lime <b>Main ingredient:</b> 2 fillets (150 g each)  Surmai",https://food.ndtv.com/recipe-surmai-curry-with-lobster-butter-rice-952554,veg,sodium iodine magnesium carbohydrates chloride copper,diabeties rickets heart_disease hypertension obesity goitre kidney_disease,high_fiber_diet omni_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,640,20
meal_id_117,Seared Salmon In Tabasco Butter,butter,"<b>For tabasco butter:</b> 50 gram Butter 1/2 tsp Tabasco 1/2 tsp Chives, chopped adjust to saltiness of butter  Salt <b>For salmon: </b> 150-200 gram Salmon fillet   Olive oil  to taste Sea salt",https://food.ndtv.com/recipe-seared-salmon-in-tabasco-butter-952527,non_veg,calcium sodium iodine chloride,anemia diabeties rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,high_fiber_diet low_fat_diet high_protien_diet vegan_diet low_sodium_diet ketogenic_diet,595,35
meal_id_118,"Risotto Lobster With Parmesan Egg Pancake, Confit Tomatoes And Coral Tuille",egg,"<b>For lobster stock:</b> 400 gram Lobster shell 100 gram Carrot 100 gram Leeks 5-6  Garlic cloves 1 tbsp Tomato paste 2 nos Bay leaf 5 gram Peppercorn 600 ml Water <b>For risotto:</b> 600 gram Lobster meat 300 gram Arborio rice 15 gram Onion, chopped 15 gram Leeks, chopped 400 ml Lobster stock 2 tbsp Parmesan cheese 30 ml Cream  to taste Salt 15 ml Olive oil <b>For parmesan egg pancake:</b> 1  Egg 20 gram Parmesan 10 gram Flour 10 ml Milk 10 gram Parsley, chopped  to taste Salt <b>For confit tomatoes:</b> 100 gram Cherry tomatoes 5-6 nos Garlic pods 20 ml Olive oil <b>For corn tuile:</b> 50 gram Water 20 ml Oil 10 gram Flour  to taste Salt",https://food.ndtv.com/recipe-risotto-lobster-with-parmesan-egg-pancake-confit-tomatoes-and-coral-tuille-952521,non_veg,iron calcium sodium iodine protein carbohydrates vitamin_c vitamin_a vitamin_d vitamin_k chloride potassium chromium zinc,anemia diabeties scurvy eye_disease rickets heart_disease hypertension obesity goitre kidney_disease pregnancy,type_a_diet high_fiber_diet low_fat_diet omni_diet high_protien_diet gluten_free_diet vegan_diet low_sodium_diet low_carb_diet ketogenic_diet,420,98
